timestamp	episode	reward	steps	end_reason	route	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-04-26T00:18:34	248	353.647165	255	arrived	ego_route_46	0	3113	0	0	0
2026-04-26T00:18:38	249	319.863283	433	arrived	ego_route_43	0	3123	0	0	0
2026-04-26T00:18:47	250	1037.166013	1060	arrived	ego_route_42	0	3170	0	0	0
2026-04-26T00:18:51	251	163.880000	394	arrived	ego_route_11	0	3177	0	0	0
2026-04-26T00:18:59	252	1513.158453	931	arrived	ego_route_4	0	3196	0	0	0
2026-04-26T00:19:10	253	1092.842065	1196	arrived	ego_route_34	0	3243	0	0	0
2026-04-26T00:19:12	254	479.805916	313	arrived	ego_route_36	0	3246	0	0	0
2026-04-26T00:19:22	255	1887.190597	1060	arrived	ego_route_42	0	3263	0	0	0
2026-04-26T00:19:29	256	1212.933457	835	arrived	ego_route_13	0	3292	0	0	0
2026-04-26T00:19:32	257	537.651664	430	arrived	ego_route_36	0	3301	0	0	0
2026-04-26T00:19:35	258	587.686580	310	arrived	ego_route_16	0	3307	0	0	0
2026-04-26T00:19:43	259	1576.338862	896	arrived	ego_route_19	0	3348	0	0	0
2026-04-26T00:19:46	260	658.322851	366	arrived	ego_route_22	0	3354	0	0	0
2026-04-26T00:19:51	261	702.386938	534	arrived	ego_route_26	0	3361	0	0	0
2026-04-26T00:19:54	262	330.165249	438	arrived	ego_route_29	0	3365	0	0	0
2026-04-26T00:19:59	263	20.651977	587	arrived	ego_route_43	0	3374	0	0	0
2026-04-26T00:20:06	264	1182.928640	735	arrived	ego_route_29	0	3388	0	0	0
2026-04-26T00:20:10	265	613.887260	555	arrived	ego_route_32	0	3394	0	0	0
2026-04-26T00:20:21	266	-195.265100	1142	arrived	ego_route_42	0	3428	0	0	0
2026-04-26T00:20:25	267	917.761224	516	arrived	ego_route_41	0	3433	0	0	0
2026-04-26T00:20:32	268	446.842624	832	arrived	ego_route_20	0	3450	0	0	0
2026-04-26T00:20:39	269	971.950139	773	arrived	ego_route_18	0	3483	0	0	0
2026-04-26T00:20:42	270	590.151280	351	arrived	ego_route_10	0	3488	0	0	0
2026-04-26T00:20:45	271	611.937520	353	arrived	ego_route_10	0	3497	0	0	0
2026-04-26T00:20:51	272	1131.875014	691	arrived	ego_route_34	0	3510	0	0	0
2026-04-26T00:20:55	273	894.016000	503	arrived	ego_route_32	0	3519	0	0	0
2026-04-26T00:21:02	274	1326.674497	776	arrived	ego_route_19	0	3533	0	0	0
2026-04-26T00:21:06	275	614.723330	451	arrived	ego_route_43	0	3540	0	0	0
2026-04-26T00:21:11	276	847.201187	657	arrived	ego_route_18	0	3554	0	0	0
2026-04-26T00:21:17	277	835.579380	646	arrived	ego_route_3	0	3566	0	0	0
2026-04-26T00:21:23	278	1054.025633	695	arrived	ego_route_4	0	3579	0	0	0
2026-04-26T00:21:27	279	361.515700	471	arrived	ego_route_25	0	3586	0	0	0
2026-04-26T00:21:32	280	1291.905900	633	arrived	ego_route_40	0	3594	0	0	0
2026-04-26T00:21:36	281	743.925740	348	arrived	ego_route_10	0	3596	0	0	0
2026-04-26T00:21:42	282	567.958320	811	arrived	ego_route_34	0	3612	0	0	0
2026-04-26T00:21:51	283	1465.416900	1008	arrived	ego_route_19	0	3639	0	0	0
2026-04-26T00:21:58	284	264.915900	829	arrived	ego_route_8	0	3656	0	0	0
2026-04-26T00:22:02	285	616.584650	367	arrived	ego_route_9	0	3663	0	0	0
2026-04-26T00:22:09	286	974.336160	816	arrived	ego_route_5	0	3746	0	0	0
2026-04-26T00:22:17	287	891.745508	948	arrived	ego_route_34	0	3788	0	0	0
2026-04-26T00:22:25	288	878.646900	901	arrived	ego_route_29	0	3805	0	0	0
2026-04-26T00:22:28	289	688.474639	399	arrived	ego_route_22	0	3809	0	0	0
2026-04-26T00:22:33	290	392.120900	590	arrived	ego_route_43	0	3816	0	0	0
2026-04-26T00:22:40	291	-368.687370	803	arrived	ego_route_13	0	3830	0	0	0
2026-04-26T00:22:43	292	497.947165	315	arrived	ego_route_46	0	3835	0	0	0
2026-04-26T00:22:50	293	362.168227	802	arrived	ego_route_34	0	3847	0	0	0
2026-04-26T00:22:55	294	225.176900	576	arrived	ego_route_28	0	3857	0	0	0
2026-04-26T00:22:58	295	539.947166	357	arrived	ego_route_46	0	3861	0	0	0
2026-04-26T00:23:02	296	103.275566	459	arrived	ego_route_36	0	3867	0	0	0
2026-04-26T00:23:07	297	1198.967720	645	arrived	ego_route_3	0	3877	0	0	0
2026-04-26T00:23:14	298	1368.721153	787	arrived	ego_route_12	0	3909	0	0	0
2026-04-26T00:23:18	299	461.135760	454	arrived	ego_route_28	0	3913	0	0	0
2026-04-26T00:23:26	300	697.998900	963	arrived	ego_route_18	0	3951	0	0	0
2026-04-26T00:23:31	301	-495.164899	573	arrived	ego_route_28	0	3958	0	0	0
2026-04-26T00:23:34	302	591.267190	362	arrived	ego_route_9	0	3964	0	0	0
2026-04-26T00:23:39	303	709.817200	554	arrived	ego_route_45	0	3970	0	0	0
